Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Toyota,Wish,2011,Silver,"KSh 1,150,000",Kenyan Used,Automatic,
Nissan,Serena,2015,Black,"KSh 1,380,000",Kenyan Used,Automatic,112325
Nissan,X-Trail,2012,Black,"KSh 1,275,000",Kenyan Used,Automatic,
Toyota,Vitz,,white,"KSh 560,000",Kenyan Used,Automatic,
Toyota,Land,2016,Gray,"KSh 5,385,000",Kenyan Used,Automatic,
Mazda,Demio,2007,Purple,"KSh 450,000",Kenyan Used,Automatic,219333
Toyota,Passo,2012,Gray,"KSh 500,000",Kenyan Used,Automatic,
Toyota,Hilux,2009,Black,"KSh 1,200,000",Kenyan Used,Manual,213254
Nissan,NV200,2013,Silver,"KSh 920,000",Foreign Used,Automatic,
Toyota,Succeed,2011,Silver,"KSh 670,000",Kenyan Used,Automatic,56000
Toyota,Probox,2014,White,"KSh 1,300,000",Foreign Used,Automatic,
Mitsubishi,Galant,1999,White,"KSh 230,000",Kenyan Used,Automatic,157000
Toyota,Hilux,2020,Pearl,"KSh 3,200,000",Kenyan Used,Manual,75926
Nissan,Note,2013,Silver,"KSh 650,000",Kenyan Used,Automatic,136900
Toyota,Ractis,2010,White,"KSh 630,000",Kenyan Used,Automatic,
Toyota,Vitz,2012,White,"KSh 575,000",Kenyan Used,Automatic,126523
Daihatsu,Move,2016,Orange,"KSh 850,000",Foreign Used,Automatic,
Lexus,RX270,2012,Silver,"KSh 2,000,000",Kenyan Used,Automatic,120665
Toyota,Land,2017,Silver,"KSh 14,500,000",Kenyan Used,Automatic,78056
Toyota,Probox,2010,White,"KSh 560,000",Kenyan Used,Automatic,
Toyota,Probox,2011,Silver,"KSh 560,000",Kenyan Used,Automatic,
Honda,Fit,2016,Silver,"KSh 1,650,000",Foreign Used,Automatic,67600
Nissan,Juke,2012,Red,"KSh 950,000",Kenyan Used,CVT,
Toyota,Hilux,2001,White,"KSh 1,100,000",Kenyan Used,Manual,180975
Nissan,Serena,2015,Black,"KSh 1,380,000",Kenyan Used,Automatic,120805
Toyota,Axio,2013,White,"KSh 970,000",Kenyan Used,Automatic,
Toyota,Noah,2009,Silver,"KSh 975,000",Kenyan Used,Automatic,
Volvo,V60,2016,Red,"KSh 1,800,000",Foreign Used,Automatic,
Toyota,Kluger,2006,White,"KSh 950,000",Kenyan Used,Automatic,
Mercedes-Benz,C200,2001,White,"KSh 560,000",Kenyan Used,Automatic,156000
Subaru,Forester,2013,Silver,"KSh 2,100,000",Kenyan Used,Automatic,
Mitsubishi,Lancer,2000,Red,"KSh 250,000",Kenyan Used,Automatic,
Honda,Fit,2012,Silver,"KSh 750,000",Kenyan Used,Automatic,201000
Mitsubishi,Pajero,2002,Gray,"KSh 550,000",Kenyan Used,Manual,
Toyota,Platz,2001,Silver,"KSh 250,000",Kenyan Used,Automatic,
Suzuki,Swift,2013,Black,"KSh 750,000",Kenyan Used,Automatic,126000
Toyota,Probox,2014,Silver,"KSh 850,000",Foreign Used,Automatic,
Toyota,Voxy,2016,White,"KSh 2,490,000",Foreign Used,Automatic,
Mitsubishi,Outlander,2016,White,"KSh 3,400,000",Foreign Used,Automatic,87000
Toyota,Vanguard,2011,Gray,"KSh 1,900,000",Kenyan Used,Automatic,136000
Volkswagen,Touareg,2007,Black,"KSh 2,200,000",Kenyan Used,Automatic,180000
Toyota,Voxy,2009,Gray,"KSh 930,000",Kenyan Used,Automatic,125080
Honda,Vezel,2016,Green,"KSh 2,650,000",Foreign Used,Automatic,
Honda,Fit,2012,Silver,"KSh 685,000",Foreign Used,Automatic,125445
Suzuki,Alto,2013,White,"KSh 510,000",Foreign Used,CVT,122450
Toyota,Corolla,2016,Black,"KSh 1,850,000",Foreign Used,Automatic,89000
Nissan,Tiida,2007,Green,"KSh 465,000",Kenyan Used,Automatic,156000
Toyota,Voxy,2007,Black,"KSh 720,000",Foreign Used,CVT,135000
Nissan,Juke,2012,Red,"KSh 900,000",Kenyan Used,Automatic,
Subaru,Forester,2008,White,"KSh 890,000",Kenyan Used,Automatic,131000
Toyota,Voxy,2009,Black,"KSh 950,000",Kenyan Used,Automatic,148000
Toyota,IST,2007,Silver,"KSh 550,000",Kenyan Used,Automatic,240890
Toyota,Land,2011,White,"KSh 2,495,000",Kenyan Used,Automatic,118000
Mazda,Demio,2014,Silver,"KSh 785,000",Foreign Used,Automatic,112000
Mercedes-Benz,C200,2009,White,"KSh 1,250,000",Foreign Used,CVT,125445
Toyota,Vanguard,2007,Silver,"KSh 1,285,000",Kenyan Used,Automatic,133000
Mazda,Demio,2014,White,"KSh 685,000",Foreign Used,Automatic,126540
Toyota,Voxy,2013,Black,"KSh 1,350,000",Kenyan Used,Automatic,
Toyota,Voxy,2010,Blue,"KSh 950,000",Kenyan Used,Automatic,165852
Nissan,Juke,2011,Black,"KSh 920,000",Kenyan Used,Automatic,138623
Nissan,NV200,2014,Silver,"KSh 970,000",Kenyan Used,Automatic,121000
Toyota,Sienta,2016,Blue,"KSh 1,439,000",Foreign Used,Automatic,53000
Volkswagen,Golf,2003,Silver,"KSh 340,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,Silver,"KSh 1,600,000",Foreign Used,Automatic,
Toyota,Voxy,2012,Silver,"KSh 1,300,000",Kenyan Used,Automatic,129000
Toyota,Hilux,2012,Silver,"KSh 2,550,000",Kenyan Used,Automatic,128634
Suzuki,Swift,2016,Black,"KSh 1,250,000",Foreign Used,Automatic,
Land,Rover,2005,Gray,"KSh 2,500,000",Kenyan Used,Automatic,
Toyota,Land,2013,Green,"KSh 4,700,000",Foreign Used,Automatic,44000
Subaru,Forester,2016,White,"KSh 3,100,000",Foreign Used,Automatic,
Land,Rover,2016,Gold,"KSh 6,300,000",Foreign Used,Automatic,
Nissan,Sunny,2003,Gold,"KSh 450,000",Kenyan Used,Automatic,161239
Toyota,Sienta,2013,White,"KSh 850,000",Kenyan Used,Automatic,102000
Nissan,Advan,2014,White,"KSh 530,000",Kenyan Used,Automatic,150000
Toyota,Vitz,2013,White,"KSh 780,000",Kenyan Used,Automatic,99000
Nissan,Navara,2008,Gray,"KSh 1,095,000",Kenyan Used,Manual,
Nissan,X-Trail,2014,Green,"KSh 940,000",Kenyan Used,CVT,124367
Nissan,Murano,2011,Black,"KSh 1,200,000",Kenyan Used,CVT,227000
Subaru,Impreza,2001,Gray,"KSh 380,000",Kenyan Used,Automatic,
Toyota,Alphard,2008,Silver,"KSh 1,270,000",Kenyan Used,Automatic,120000
Toyota,Corolla,2016,Silver,"KSh 1,580,000",Foreign Used,Automatic,
Honda,Fit,2016,White,"KSh 1,599,000",Foreign Used,Automatic,
Nissan,1400,1999,White,"KSh 150,000",Kenyan Used,Manual,987654
Audi,A5,2016,White,"KSh 3,490,000",Foreign Used,Automatic,
Subaru,Legacy,2008,Pearl,"KSh 710,000",Kenyan Used,Automatic,
Toyota,Corolla,2012,White,"KSh 990,000",Kenyan Used,Automatic,150000
Mitsubishi,RVR,2011,Silver,"KSh 1,450,000",Kenyan Used,Automatic,121000
Subaru,Forester,2007,White,"KSh 890,000",Kenyan Used,Automatic,
Mercedes-Benz,Sprinter,2015,White,"KSh 4,950,000",Foreign Used,Manual,
Subaru,Forester,2019,White,"KSh 4,200,000",Kenyan Used,Automatic,58800
Peugeot,3008,2017,Brown,"KSh 3,930,000",Foreign Used,Automatic,
Toyota,Land,2014,White,"KSh 4,495,000",Kenyan Used,Automatic,111000
Mercedes-Benz,E63,2018,White,"KSh 18,000,000",Foreign Used,Automatic,45287
Mazda,CX-3,2016,White,"KSh 2,200,000",Foreign Used,Automatic,
Nissan,Fuga,2011,Gray,"KSh 1,249,999",Kenyan Used,Automatic,
Nissan,Sylphy,2006,Silver,"KSh 570,000",Kenyan Used,Automatic,139000
BMW,X1,2010,Blue,"KSh 1,280,000",Kenyan Used,Automatic,
Nissan,Dualis,2008,Silver,"KSh 790,000",Kenyan Used,Automatic,141000
Mercedes-Benz,GLC-Class,2016,White,"KSh 5,800,000",Foreign Used,Automatic,
Nissan,Juke,2012,Red,"KSh 990,000",Kenyan Used,Automatic,
Toyota,Sienta,2016,Yellow,"KSh 1,550,000",Foreign Used,Automatic,114000
Peugeot,3008,2016,Brown,"KSh 3,950,000",Foreign Used,Automatic,
Volkswagen,Golf,2016,Black,"KSh 1,880,000",Foreign Used,Automatic,
Toyota,Sienta,2012,Blue,"KSh 790,000",Kenyan Used,Automatic,
Toyota,Harrier,2018,White,"KSh 6,100,000",Foreign Used,Automatic,7700
Audi,Q7,2016,White,"KSh 6,700,000",Foreign Used,Automatic,
Toyota,Mark,2009,White,"KSh 750,000",Kenyan Used,Automatic,
Subaru,Forester,2016,White,"KSh 3,580,000",Foreign Used,Automatic,
Toyota,Crown,2016,White,"KSh 3,500,000",Foreign Used,Automatic,
Mercedes-Benz,GLC-Class,2016,White,"KSh 5,790,000",Foreign Used,Automatic,95000
Volvo,S60,2016,White,"KSh 2,249,999",Foreign Used,Automatic,
Nissan,NV200,2011,White,"KSh 880,000",Kenyan Used,Automatic,
Mercedes-Benz,AMG,2018,Black,"KSh 38,000,000",Foreign Used,Automatic,38000
Porsche,Macan,2015,Black,"KSh 5,000,000",Foreign Used,Automatic,68000
Toyota,Probox,2018,White,"KSh 1,100,000",Foreign Used,Automatic,81052
Toyota,Alphard,2008,Silver,"KSh 1,265,000",Kenyan Used,Automatic,
Audi,Q7,2016,White,"KSh 6,900,000",Foreign Used,Automatic,
Nissan,NV200,2014,Gray,"KSh 970,000",Kenyan Used,Automatic,96000
Toyota,Mark,2007,Pearl,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Land,2012,White,"KSh 4,600,000",Kenyan Used,Manual,
Subaru,Levorg,2016,Black,"KSh 1,850,000",Foreign Used,Automatic,
Toyota,Rush,2013,Beige,"KSh 1,390,000",Kenyan Used,Automatic,122000
Subaru,Legacy,2008,Gray,"KSh 1,050,000",Kenyan Used,Automatic,132521
Mazda,Atenza,2015,,"KSh 1,600,000",Kenyan Used,Automatic,
Toyota,Corolla,2006,White,"KSh 530,000",Kenyan Used,Automatic,
Toyota,Passo,2015,Black,"KSh 890,000",Foreign Used,Automatic,61000
Mercedes-Benz,E200,2017,Blue,"KSh 4,700,000",Foreign Used,Automatic,42387
Toyota,Harrier,2010,Black,"KSh 1,790,000",Kenyan Used,Automatic,121000
Toyota,Succeed,2017,Silver,"KSh 1,280,000",Foreign Used,Automatic,129000
Toyota,Hilux,2016,White,"KSh 3,849,000",Foreign Used,Manual,78000
Toyota,Vellfire,2016,Black,"KSh 3,450,000",Foreign Used,Automatic,
Toyota,Wish,2016,Orange,"KSh 2,250,000",Foreign Used,Automatic,45119
Toyota,Porte,2016,Blue,"KSh 1,080,000",Foreign Used,Automatic,32547
Toyota,Aqua,2015,Silver,"KSh 1,125,000",Foreign Used,Automatic,
Toyota,Vitz,2016,Silver,"KSh 1,280,000",Foreign Used,Automatic,79907
Lexus,NX,2017,Black,"KSh 4,950,000",Foreign Used,Automatic,103000
Lexus,NX,2016,White,"KSh 4,700,000",Foreign Used,Automatic,93682
Mazda,CX-5,2017,White,"KSh 3,200,000",Foreign Used,Automatic,
Mitsubishi,Pajero,2015,Red,"KSh 5,150,000",Foreign Used,Automatic,95787
Toyota,HiAce,2016,White,"KSh 2,390,000",Foreign Used,Manual,124000
Mazda,Axela,2014,Black,"KSh 1,300,000",Kenyan Used,Automatic,122000
Suzuki,Escudo,2003,White,"KSh 580,000",Kenyan Used,Automatic,
Mercedes-Benz,Citaro,2015,White,"KSh 1,750,000",Foreign Used,Manual,13000
Volkswagen,Golf,2015,White,"KSh 1,550,000",Kenyan Used,Automatic,98000
Toyota,Vitz,2010,Silver,"KSh 615,000",Kenyan Used,Automatic,92021
Isuzu,D-MAX,2010,White,"KSh 1,500,000",Kenyan Used,Manual,
Honda,Vezel,2016,Red,"KSh 2,750,000",Foreign Used,Automatic,22000
Suzuki,Swift,2015,Silver,"KSh 850,000",Kenyan Used,Automatic,105828
Toyota,Probox,2009,White,"KSh 625,000",Kenyan Used,Manual,70000
Toyota,Noah,2012,Gray,"KSh 1,150,000",Kenyan Used,CVT,100000
Honda,CR-V,2007,Black,"KSh 1,100,000",Kenyan Used,Automatic,
Subaru,Forester,2006,Silver,"KSh 890,000",Kenyan Used,Automatic,155000
Toyota,Spade,2015,White,"KSh 890,000",Kenyan Used,Automatic,151000
Toyota,Belta,2009,White,"KSh 530,000",Kenyan Used,Automatic,
Toyota,Corolla,2009,White,"KSh 870,000",Kenyan Used,Automatic,
Nissan,Note,2014,Gray,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Land,2008,Black,"KSh 4,600,000",Kenyan Used,Automatic,
Nissan,Wingroad,2009,Gray,"KSh 385,000",Kenyan Used,Automatic,
Lexus,NX,2016,Black,"KSh 4,900,000",Foreign Used,Automatic,46000
Mitsubishi,SpaceWagon,1999,Green,"KSh 250,000",Kenyan Used,Automatic,150000
Nissan,Note,2016,Gray,"KSh 1,200,000",Foreign Used,Automatic,25000
Toyota,Corolla,2004,Black,"KSh 750,000",Kenyan Used,Automatic,
Toyota,Hilux,2015,White,"KSh 3,700,000",Kenyan Used,Automatic,100000
Toyota,Lexcen,2016,Black,"KSh 4,395,000",Foreign Used,Automatic,67000
Toyota,Land,2018,Black,"KSh 9,400,000",Foreign Used,Automatic,37000
Mercedes-Benz,C200,2015,Black,"KSh 3,800,000",Foreign Used,Automatic,
Mazda,Axela,2016,Red,"KSh 2,100,000",Foreign Used,Automatic,40401
Toyota,Ractis,2011,Purple,"KSh 699,999",Foreign Used,CVT,124444
Mercedes-Benz,C200,2011,Silver,"KSh 1,720,000",Kenyan Used,Automatic,157000
Mazda,Axela,2016,Black,"KSh 2,100,000",Foreign Used,Automatic,
Toyota,Auris,2016,Blue,"KSh 1,750,000",Foreign Used,Automatic,25645
Toyota,Alphard,2008,Silver,"KSh 1,270,000",Kenyan Used,Automatic,126331
Toyota,Auris,2014,Black,"KSh 1,280,000",Kenyan Used,Automatic,
Toyota,Passo,2012,Purple,"KSh 585,000",Foreign Used,AMT,124500
Toyota,Ractis,2012,Black,"KSh 800,000",Kenyan Used,Automatic,
Toyota,Probox,2005,White,"KSh 500,000",Kenyan Used,Automatic,262833
Toyota,Harrier,2014,Black,"KSh 2,850,000",Kenyan Used,Automatic,98031
Subaru,Forester,2014,Gray,"KSh 1,680,000",Kenyan Used,Automatic,
Volkswagen,Tiguan,2017,White,"KSh 4,500,000",Foreign Used,Automatic,11955
Subaru,1600,2013,Black,"KSh 1,000,000",Kenyan Used,Automatic,97000
Honda,CR-V,2008,Black,"KSh 1,370,000",Foreign Used,CVT,125484
Volkswagen,Tiguan,2017,White,"KSh 4,300,000",Foreign Used,Automatic,
Subaru,Legacy,2005,Blue,"KSh 320,000",Kenyan Used,Manual,
BMW,X3,2016,Black,"KSh 3,495,000",Foreign Used,Automatic,76000
Toyota,Land,2010,Burgundy,"KSh 3,750,000",Kenyan Used,Automatic,100088
Toyota,Axio,2007,White,"KSh 700,000",Kenyan Used,Automatic,243194
Honda,Freed,2015,Blue,"KSh 1,350,000",Foreign Used,Automatic,
Toyota,Wish,2008,Red,"KSh 650,000",Kenyan Used,Automatic,110000
Toyota,IST,2004,Blue,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Mark,2008,White,"KSh 650,000",Kenyan Used,Automatic,
Nissan,March,2016,White,"KSh 950,000",Foreign Used,Automatic,
Toyota,bB,2016,Purple,"KSh 1,070,000",Foreign Used,Automatic,100000
Mitsubishi,RVR,2013,Black,"KSh 1,690,000",Kenyan Used,Automatic,173000
Toyota,Vitz,2016,Blue,"KSh 1,150,000",Foreign Used,Automatic,83000
Nissan,Advan,2008,White,"KSh 495,000",Kenyan Used,Automatic,
Audi,A5,2016,White,"KSh 3,450,000",Foreign Used,Automatic,84000
Audi,A5,2016,White,"KSh 3,380,000",Foreign Used,Automatic,84000
Mitsubishi,Pajero,2015,Silver,"KSh 3,250,000",Foreign Used,Automatic,95234
Toyota,Auris,2014,Blue,"KSh 1,380,000",Kenyan Used,Automatic,
Toyota,Voxy,2012,Gray,"KSh 1,300,000",Kenyan Used,Automatic,129000
Nissan,Note,2012,Red,"KSh 730,000",Kenyan Used,Automatic,
Toyota,Premio,2015,Black,"KSh 1,790,000",Foreign Used,Automatic,34369
Mazda,CX-5,2016,Black,"KSh 3,100,000",Kenyan Used,Automatic,36000
Toyota,Vitz,2016,White,"KSh 875,000",Foreign Used,Automatic,45000
Toyota,Camry,2007,Red,"KSh 450,000",Kenyan Used,Automatic,144000
Toyota,Sienta,2009,Silver,"KSh 630,000",Kenyan Used,Automatic,
Toyota,Mark,2009,White,"KSh 780,000",Kenyan Used,Automatic,127551
Mazda,Demio,2012,Black,"KSh 450,000",Kenyan Used,Automatic,244999
Toyota,Land,2011,White,"KSh 6,350,000",Kenyan Used,Automatic,106000
Toyota,Vanguard,2008,Black,"KSh 1,480,000",Kenyan Used,Automatic,
Toyota,Corona,2001,White,"KSh 200,000",Kenyan Used,Manual,342254
Toyota,Premio,2007,Brown,"KSh 980,000",Kenyan Used,Automatic,
Mazda,CX-5,2017,Red,"KSh 3,599,000",Foreign Used,Automatic,36000
Toyota,Noah,2007,Silver,"KSh 650,000",Kenyan Used,Automatic,169086
Honda,Shuttle,2016,Blue,"KSh 1,700,000",Foreign Used,Automatic,135000
Toyota,Land,2017,White,"KSh 7,499,000",Foreign Used,Automatic,
Mazda,Demio,2008,Silver,"KSh 450,000",Kenyan Used,Automatic,129000
Toyota,Mark,2016,Silver,"KSh 2,700,000",Foreign Used,Automatic,67501
Subaru,Forester,2016,Blue,"KSh 3,050,000",Foreign Used,Automatic,58000
Mazda,Demio,2016,Red,"KSh 1,250,000",Foreign Used,Automatic,78791
Toyota,Hilux,2006,White,"KSh 1,270,000",Kenyan Used,Manual,267304
Nissan,Note,2013,Gray,"KSh 670,000",Kenyan Used,Automatic,248970
Toyota,Yaris,2020,White,"KSh 4,500,000",Foreign Used,Automatic,30000
Toyota,Esquire,2016,White,"KSh 2,400,000",Foreign Used,Automatic,104965
Nissan,X-Trail,2015,Black,"KSh 2,350,000",Kenyan Used,Automatic,126000
Toyota,Land,2022,White,"KSh 22,000,000",Foreign Used,Automatic,23000
Honda,Stream,2008,Black,"KSh 750,000",Kenyan Used,Automatic,196048
Suzuki,Wagon,2016,Blue,"KSh 850,000",Foreign Used,Automatic,
Mercedes-Benz,GLE-Class,2017,Red,"KSh 7,250,000",Kenyan Used,Automatic,
Mazda,Biante,2011,Black,"KSh 1,000,000",Kenyan Used,Automatic,139458
Mercedes-Benz,M,2015,Silver,"KSh 6,499,000",Foreign Used,Automatic,64800
Toyota,Passo,2011,Green,"KSh 480,000",Kenyan Used,Automatic,292888
Toyota,Vitz,2012,Silver,"KSh 680,000",Kenyan Used,Automatic,123563
Toyota,Auris,2014,Blue,"KSh 1,380,000",Kenyan Used,Automatic,91000
Toyota,Corolla,2004,Beige,"KSh 595,000",Kenyan Used,Automatic,
Honda,Insight,2011,Gray,"KSh 790,000",Kenyan Used,Automatic,106000
Mazda,Verisa,2014,Gray,"KSh 1,020,000",Kenyan Used,Automatic,
Mazda,CX-3,2015,Blue,"KSh 2,350,000",Foreign Used,Automatic,
BMW,X2,2018,Black,"KSh 5,200,000",Foreign Used,Automatic,
Toyota,Corolla,2014,White,"KSh 1,480,000",Kenyan Used,Automatic,
Toyota,Vitz,2008,Blue,"KSh 535,000",Kenyan Used,Automatic,
Toyota,Harrier,2007,Silver,"KSh 1,550,000",Kenyan Used,Automatic,
Nissan,Skyline,2011,Silver,"KSh 1,300,000",Kenyan Used,Automatic,112358
Audi,Q2,2017,Blue,"KSh 2,800,000",Foreign Used,Automatic,112000
Mazda,CX-5,2016,Black,"KSh 2,680,000",Foreign Used,Automatic,
Nissan,Serena,2014,Black,"KSh 1,380,000",Kenyan Used,Automatic,148548
Subaru,Legacy,2015,Silver,"KSh 2,350,000",Foreign Used,Automatic,
Toyota,Rush,2012,Silver,"KSh 1,380,000",Kenyan Used,Automatic,124000
Toyota,Crown,2013,Silver,"KSh 1,850,000",Kenyan Used,Automatic,
Subaru,Outback,2007,White,"KSh 895,000",Kenyan Used,Automatic,
Nissan,Murano,2009,Black,"KSh 950,000",Kenyan Used,Automatic,
Toyota,Land,2003,Silver,"KSh 2,600,000",Kenyan Used,Automatic,
Toyota,FJ,2011,Black,"KSh 2,750,000",Kenyan Used,Automatic,
Toyota,Starlet,1998,Gray,"KSh 270,000",Kenyan Used,Automatic,
Toyota,Auris,2013,Black,"KSh 1,450,000",Foreign Used,Automatic,
Subaru,Impreza,2012,Silver,"KSh 950,000",Kenyan Used,Automatic,
Toyota,Vanguard,2008,Silver,"KSh 1,285,000",Kenyan Used,Automatic,
Toyota,Succeed,2016,Silver,"KSh 700,000",Kenyan Used,Automatic,135631
Toyota,Land,2010,Silver,"KSh 4,350,000",Kenyan Used,Automatic,114000
Toyota,Harrier,2016,White,"KSh 3,700,000",Foreign Used,Automatic,67000
Nissan,Skyline,2011,Gray,"KSh 1,299,000",Kenyan Used,Automatic,
Mazda,Atenza,2016,Silver,"KSh 2,150,000",Foreign Used,Automatic,113853
Nissan,Advan,2015,White,"KSh 830,000",Kenyan Used,Automatic,
Nissan,March,2013,Silver,"KSh 600,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,Black,"KSh 1,550,000",Kenyan Used,Automatic,140000
BMW,Z4,2013,Silver,"KSh 3,700,000",Foreign Used,Automatic,
Toyota,Harrier,2008,Black,"KSh 1,335,000",Kenyan Used,Automatic,168000
Toyota,Corolla,2003,Gold,"KSh 595,000",Kenyan Used,Automatic,166846
Mercedes-Benz,M,2008,Black,"KSh 2,599,999",Kenyan Used,Automatic,152000
Toyota,Corolla,1996,White,"KSh 400,000",Kenyan Used,Manual,
Audi,Q7,2016,Pearl,"KSh 6,499,999",Foreign Used,Automatic,95000
Nissan,Serena,2015,Black,"KSh 1,380,000",Kenyan Used,Automatic,128411
Toyota,Premio,2007,Gold,"KSh 980,000",Kenyan Used,Automatic,141000
Subaru,Forester,2016,Silver,"KSh 3,500,000",Foreign Used,CVT,35000
Suzuki,Alto,2017,White,"KSh 550,000",Kenyan Used,Manual,209096
Nissan,X-Trail,2016,Black,"KSh 2,550,000",Foreign Used,Automatic,89000
Toyota,4-Runner,2013,Silver,"KSh 1,380,000",Kenyan Used,Automatic,
Subaru,Forester,2015,Black,"KSh 2,450,000",Kenyan Used,Automatic,
Toyota,Corolla,2004,White,"KSh 550,000",Kenyan Used,Automatic,
Mazda,Demio,2015,Brown,"KSh 1,030,000",Foreign Used,Automatic,
Mitsubishi,Pajero,2013,Silver,"KSh 3,250,000",Foreign Used,Automatic,65000
Toyota,Auris,2014,Blue,"KSh 1,380,000",Kenyan Used,Automatic,
Suzuki,Wagon,2016,Silver,"KSh 849,000",Foreign Used,Automatic,85000
Suzuki,Wagon,2016,Pearl,"KSh 849,000",Foreign Used,Automatic,96000
Peugeot,207,2009,Red,"KSh 400,000",Kenyan Used,Automatic,172385
Volkswagen,Beetle,2016,Black,"KSh 1,500,000",Foreign Used,Automatic,
Toyota,Rush,2012,Silver,"KSh 1,380,000",Kenyan Used,Automatic,112000
Toyota,Voxy,2012,Silver,"KSh 1,300,000",Kenyan Used,Automatic,
Toyota,Auris,2014,Blue,"KSh 1,380,000",Kenyan Used,Automatic,111000
Nissan,Note,2013,Black,"KSh 690,000",Kenyan Used,Automatic,175573
Chery,Tiggo,2014,Red,"KSh 1,050,000",Kenyan Used,Automatic,27700
Toyota,Axio,2008,Silver,"KSh 770,000",Kenyan Used,Automatic,
Honda,Insight,2012,Silver,"KSh 790,000",Kenyan Used,Automatic,131000
Jeep,Wrangler,2014,Orange,"KSh 5,700,000",Foreign Used,Automatic,100000
BMW,X1,2016,White,"KSh 3,150,000",Foreign Used,Automatic,54000
Subaru,Forester,2016,Pearl,"KSh 3,550,000",Foreign Used,Automatic,97000
Mercedes-Benz,CLS,2013,Silver,"KSh 2,850,000",Kenyan Used,Automatic,85000
Toyota,Probox,2011,Silver,"KSh 835,000",Kenyan Used,Automatic,
Mazda,Axela,2016,White,"KSh 2,150,000",Foreign Used,Automatic,84000
Toyota,Succeed,2011,Silver,"KSh 890,000",Kenyan Used,Automatic,147000
Mazda,Verisa,2016,Purple,"KSh 1,250,000",Foreign Used,Automatic,90000
Toyota,Harrier,2016,White,"KSh 4,200,000",Foreign Used,Automatic,
Subaru,Impreza,2016,Blue,"KSh 2,650,000",Foreign Used,Automatic,118000
Nissan,X-Trail,2002,Red,"KSh 480,000",Kenyan Used,Automatic,
Toyota,Hilux,2012,Silver,"KSh 2,650,000",Foreign Used,Manual,90000
Mazda,Atenza,2015,Red,"KSh 2,200,000",Kenyan Used,Automatic,18006
Toyota,Corolla,1997,Blue,"KSh 450,000",Kenyan Used,Manual,306000
Toyota,Harrier,2014,Black,"KSh 2,750,000",Kenyan Used,Automatic,97000
Mercedes-Benz,E200,2014,Silver,"KSh 2,500,000",Kenyan Used,Automatic,75000
Toyota,Land,2008,Black,"KSh 5,750,000",Kenyan Used,Automatic,90000
Mazda,Demio,2016,Red,"KSh 1,290,000",Foreign Used,Automatic,90531
Toyota,Mark,2016,White,"KSh 2,400,000",Foreign Used,Automatic,125632
Volvo,XC60,2016,White,"KSh 3,950,000",Foreign Used,Automatic,68000
Toyota,Corolla,2016,Silver,"KSh 1,850,000",Foreign Used,Automatic,
Toyota,Land,2007,Black,"KSh 2,350,000",Kenyan Used,Automatic,160000
Lexus,LX,2022,White,"KSh 39,000,000",Foreign Used,Automatic,8000
Toyota,Belta,2010,White,"KSh 590,000",Kenyan Used,Automatic,145000
Mazda,CX-5,2017,Gray,"KSh 3,350,000",Foreign Used,Automatic,
Toyota,Ractis,2006,Silver,"KSh 580,000",Kenyan Used,Automatic,162023
Toyota,Harrier,2011,Black,"KSh 1,750,000",Kenyan Used,Automatic,134827
Mazda,Axela,2016,,"KSh 1,950,000",Foreign Used,Automatic,40000
Toyota,Harrier,2017,Black,"KSh 3,750,000",Foreign Used,Automatic,85000
Nissan,Note,2007,Silver,"KSh 450,000",Kenyan Used,Manual,
Toyota,Land,2015,Black,"KSh 4,950,000",Foreign Used,Automatic,86000
Nissan,X-Trail,2005,Silver,"KSh 560,000",Kenyan Used,Automatic,
Mercedes-Benz,GLC-Class,2016,Silver,"KSh 5,450,000",Foreign Used,Automatic,76000
Subaru,Legacy,2012,White,"KSh 1,295,000",Kenyan Used,Automatic,
Toyota,Ractis,2007,Silver,"KSh 610,000",Kenyan Used,Automatic,
Subaru,Forester,2008,Black,"KSh 1,000,000",Kenyan Used,Manual,170587
Toyota,Land,2016,White,"KSh 10,500,000",Foreign Used,Automatic,76000
Honda,Fit,2011,Silver,"KSh 875,000",Kenyan Used,Automatic,119000
Mazda,Demio,2014,Gray,"KSh 900,000",Kenyan Used,Automatic,212001
Honda,Airwave,2008,Silver,"KSh 560,000",Kenyan Used,Automatic,
Mitsubishi,Delica,2016,White,"KSh 2,400,000",Foreign Used,Automatic,143000
Nissan,Sylphy,2015,Silver,"KSh 1,600,000",Foreign Used,Automatic,
Lexus,RX,2016,Black,"KSh 6,500,000",Foreign Used,Automatic,44000
Kia,Pride,1998,Blue,"KSh 260,000",Kenyan Used,Manual,
Subaru,Impreza,2013,Silver,"KSh 990,000",Foreign Used,Automatic,150000
Nissan,X-Trail,2004,Blue,"KSh 700,000",Kenyan Used,Automatic,180000
Mercedes-Benz,E200,2016,White,"KSh 6,350,000",Foreign Used,Automatic,81000
Toyota,Probox,2009,Silver,"KSh 670,000",Kenyan Used,Automatic,257000
Ford,Ranger,2019,Black,"KSh 9,190,000",Foreign Used,Automatic,15000
